Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,purchase information.Purchase_Category,purchase information.Purchase_Amount,purchase information.Frequency_of_Purchase,purchase information.Purchase_Channel,purchase information.Product_Rating,purchase information.Product_Rating word,purchase information.Return_Rate,purchase information.Return_Rate word,purchase information.Payment_Method,purchase information.Shipping_Preference,purchase information.Discount_Used,purchase information.Time_of_Purchase,purchasing behavior.Brand_Loyalty,purchasing behavior.Time_Spent_on_Product_Research(hours),purchasing behavior.Social_Media_Influence,purchasing behavior.Discount_Sensitivity,purchasing behavior.Engagement_with_Ads,purchasing behavior.Device_Used_for_Shopping,purchasing behavior.Time_to_Decision,Evaluation and satisfaction.Customer_Loyalty_Program_Member,Evaluation and satisfaction.Purchase_Intent,Evaluation and satisfaction.Customer_Satisfaction,Evaluation and satisfaction.Customer_Satisfaction word
67-935-7964,41,Female,Middle,Single,High School,High,Nikolayevsk,Books,247.51,10,Mixed,1,Low,1,Low Return,Credit Card,Standard,TRUE,01/07/2024,2,2,Low,Somewhat Sensitive,Low,Tablet,2,FALSE,Impulsive,8,Satisfied 
26-828-2720,40,Female,High,Divorced,Master's,High,Dashuipo,Office Supplies,365.1,3,Store,3,Medium,1,Low Return,Debit Card,No Preference,FALSE,30/08/2024,2,0,None,Not Sensitive,High,Desktop,1,TRUE,Wants-based,3,Dissatisfied 
57-410-7415,33,Female,High,Divorced,Bachelor's,High,Týn nad Vltavou,Health Care,485.42,5,Online,2,Low,1,Low Return,Other,No Preference,TRUE,13/11/2024,1,2,High,Somewhat Sensitive,High,Desktop,4,FALSE,Wants-based,6,Somewhat Satisfied 
62-989-8214,30,Female,Middle,Divorced,Bachelor's,High,Kaum Kaler,Health Care,250.54,4,Store,3,Medium,2,High Return,Credit Card,No Preference,FALSE,27/12/2024,3,1,High,Not Sensitive,None,Desktop,3,FALSE,Wants-based,10,Extremely Satisfied 
73-827-2774,33,Female,High,Married,Bachelor's,High,Gandapura,Jewelry & Accessories,163.14,5,Mixed,4,Medium,1,Low Return,Debit Card,No Preference,TRUE,07/08/2024,5,0,Low,Somewhat Sensitive,None,Desktop,1,TRUE,Planned,2,Very Dissatisfied 
19-643-1879,45,Male,Middle,Divorced,High School,High,Kawangkoan,Gardening & Outdoors,162.31,8,Store,1,Low,1,Low Return,Credit Card,No Preference,FALSE,05/10/2024,5,1,High,Very Sensitive,Medium,Tablet,11,FALSE,Need-based,2,Very Dissatisfied 
57-345-3921,42,Male,High,Single,High School,Middle,Mondorf-les-Bains,Office Supplies,328.21,7,Mixed,5,High,2,High Return,Credit Card,No Preference,FALSE,14/02/2024,5,2,Low,Not Sensitive,Low,Smartphone,12,FALSE,Need-based,2,Very Dissatisfied 
98-817-6731,30,Female,High,Married,Bachelor's,Middle,Manwakh,Sports & Outdoors,268.59,4,Online,3,Medium,1,Low Return,Debit Card,Standard,TRUE,05/04/2024,3,1,High,Very Sensitive,Medium,Desktop,3,TRUE,Need-based,1,Very Dissatisfied 
31-788-0864,42,Female,Middle,Single,High School,Middle,Karlstad,Electronics,257.37,7,Online,3,Medium,2,High Return,PayPal,Express,TRUE,01/02/2024,3,0,Medium,Very Sensitive,Medium,Smartphone,13,FALSE,Wants-based,5,Neutral 
27-806-4972,26,Female,High,Single,Master's,Middle,Obong,Office Supplies,205.49,4,Store,3,Medium,2,High Return,Cash,Express,TRUE,09/11/2024,5,2,Low,Somewhat Sensitive,High,Tablet,11,FALSE,Need-based,2,Very Dissatisfied 
48-343-1220,42,Male,High,Divorced,High School,High,Kolsko,Mobile Accessories,407.91,7,Store,5,High,0,No Return,Other,Standard,TRUE,17/06/2024,2,0,Low,Not Sensitive,Low,Tablet,14,TRUE,Need-based,5,Neutral 
15-640-6493,31,Female,High,Divorced,High School,Middle,Dālbandīn,Food & Beverages,254.73,6,Online,3,Medium,0,No Return,Other,Express,TRUE,01/06/2024,4,0,Medium,Very Sensitive,Low,Smartphone,3,TRUE,Impulsive,3,Dissatisfied 
58-788-8938,49,Female,High,Married,High School,Middle,Hachiōji,Clothing,397.78,12,Online,3,Medium,2,High Return,PayPal,No Preference,FALSE,24/09/2024,3,1,Medium,Not Sensitive,Medium,Smartphone,11,TRUE,Impulsive,7,Satisfied 
52-240-3825,34,Female,High,Widowed,High School,High,Jolo,Electronics,305.29,3,Online,3,Medium,1,Low Return,Debit Card,Standard,TRUE,05/09/2024,2,1,Medium,Very Sensitive,Medium,Desktop,10,TRUE,Impulsive,8,Satisfied 
60-618-2561,41,Male,High,Widowed,High School,Middle,Pedra Azul,Food & Beverages,257.86,6,Online,2,Low,0,No Return,PayPal,Express,TRUE,12/06/2024,2,0,None,Somewhat Sensitive,High,Tablet,1,TRUE,Need-based,4,Somewhat Dissatisfied 
94-969-6819,33,Female,High,Single,High School,High,Gustavsberg,Jewelry & Accessories,393.45,12,Store,1,Low,2,High Return,Credit Card,Express,FALSE,06/10/2024,3,0,Low,Somewhat Sensitive,Medium,Desktop,12,FALSE,Need-based,10,Extremely Satisfied 
76-982-8107,47,Male,Middle,Widowed,Master's,High,La Mohammedia,Health Supplements,58.49,6,Online,2,Low,0,No Return,Other,Express,TRUE,29/07/2024,2,0,Medium,Very Sensitive,High,Tablet,7,TRUE,Planned,8,Satisfied 
52-779-8972,47,Male,High,Widowed,High School,High,Florida,Beauty & Personal Care,226.48,11,Store,3,Medium,2,High Return,Debit Card,Express,TRUE,18/10/2024,5,2,None,Not Sensitive,High,Tablet,11,FALSE,Need-based,7,Satisfied 
40-520-3271,29,Female,High,Widowed,High School,High,Zhongcheng,Health Care,469.22,6,Store,1,Low,0,No Return,Credit Card,No Preference,FALSE,07/08/2024,1,1,High,Not Sensitive,Low,Tablet,7,FALSE,Wants-based,1,Very Dissatisfied 
79-884-5600,36,Female,High,Widowed,Master's,Middle,Goiatuba,Jewelry & Accessories,335.32,6,Mixed,3,Medium,0,No Return,Other,No Preference,TRUE,12/08/2024,3,1,None,Not Sensitive,Low,Desktop,10,FALSE,Planned,1,Very Dissatisfied 
80-607-9947,43,Male,High,Divorced,Bachelor's,Middle,Krajan Kidul Rojopolo,Animal Feed,184.74,5,Store,4,Medium,1,Low Return,Debit Card,No Preference,FALSE,27/11/2024,4,0,Medium,Very Sensitive,High,Tablet,10,TRUE,Impulsive,5,Neutral 
99-316-9993,27,Male,Middle,Widowed,Master's,Middle,Staritsa,Health Supplements,427.1,8,Mixed,2,Low,0,No Return,PayPal,No Preference,FALSE,10/05/2024,1,1,High,Somewhat Sensitive,Medium,Desktop,5,TRUE,Planned,2,Very Dissatisfied 
54-164-2243,48,Male,Middle,Single,High School,Middle,Benito Juarez,Home Appliances,326.82,4,Mixed,2,Low,2,High Return,Credit Card,Standard,TRUE,22/04/2024,3,1,High,Somewhat Sensitive,Medium,Tablet,4,FALSE,Planned,5,Neutral 
47-992-7446,41,Male,Middle,Married,Bachelor's,High,Vitali,Hotels,98.97,12,Store,5,High,1,Low Return,Other,No Preference,TRUE,19/03/2024,2,2,None,Very Sensitive,High,Tablet,11,TRUE,Impulsive,7,Satisfied 
37-513-5073,33,Male,Middle,Married,Master's,High,Mizque,Health Care,77.65,6,Online,4,Medium,2,High Return,Cash,No Preference,TRUE,24/01/2024,1,1,Medium,Somewhat Sensitive,None,Tablet,1,TRUE,Planned,3,Dissatisfied 
93-473-7248,43,Female,Middle,Divorced,Master's,High,Zgornje Pirniče,Electronics,85.61,2,Online,2,Low,1,Low Return,Other,Standard,TRUE,04/10/2024,4,1,High,Not Sensitive,Low,Desktop,5,TRUE,Need-based,3,Dissatisfied 
72-830-1211,38,Male,High,Single,Bachelor's,High,Cipolletti,Food & Beverages,164.79,4,Store,2,Low,2,High Return,Credit Card,No Preference,TRUE,23/05/2024,3,0,None,Somewhat Sensitive,High,Tablet,1,TRUE,Impulsive,5,Neutral 
87-934-6762,41,Female,High,Widowed,Bachelor's,Middle,Sollefteå,Health Supplements,235.46,10,Store,4,Medium,0,No Return,Credit Card,No Preference,FALSE,13/11/2024,3,2,None,Not Sensitive,None,Desktop,2,TRUE,Impulsive,7,Satisfied 
71-975-9564,40,Female,High,Married,Master's,High,Klonowa,Books,245.14,4,Online,5,High,1,Low Return,PayPal,Standard,TRUE,03/03/2024,4,1,High,Very Sensitive,Medium,Smartphone,3,FALSE,Impulsive,4,Somewhat Dissatisfied 
22-414-4955,35,Male,High,Widowed,Bachelor's,High,Dragash,Toys & Games,439.91,5,Online,4,Medium,0,No Return,Other,Express,FALSE,03/03/2024,1,2,Low,Somewhat Sensitive,Medium,Smartphone,10,FALSE,Need-based,9,Very Satisfied 
62-198-2511,22,Male,Middle,Divorced,Master's,High,Macau,Home Appliances,309.22,5,Mixed,5,High,2,High Return,Cash,Standard,FALSE,24/03/2024,3,2,Low,Not Sensitive,None,Tablet,10,FALSE,Planned,4,Somewhat Dissatisfied 
21-297-1223,49,Male,High,Single,Master's,Middle,Pancas,Groceries,146.59,10,Mixed,1,Low,0,No Return,Cash,No Preference,FALSE,22/01/2024,5,2,Low,Very Sensitive,None,Smartphone,3,TRUE,Impulsive,2,Very Dissatisfied 
10-961-9336,27,Male,Middle,Married,Master's,Middle,Dayapan,Hotels,298.73,4,Online,5,High,0,No Return,Debit Card,No Preference,FALSE,02/11/2024,1,1,High,Not Sensitive,Low,Tablet,4,TRUE,Need-based,2,Very Dissatisfied 
84-954-2973,37,Male,High,Single,Master's,Middle,Proptisht,Electronics,371.19,10,Mixed,2,Low,1,Low Return,Credit Card,Express,FALSE,27/08/2024,1,2,High,Somewhat Sensitive,Medium,Desktop,1,FALSE,Planned,8,Satisfied 
22-382-9636,32,Female,Middle,Married,Bachelor's,High,Kamal,Electronics,193.76,10,Mixed,3,Medium,0,No Return,Debit Card,No Preference,FALSE,03/02/2024,4,1,Medium,Not Sensitive,Low,Desktop,12,FALSE,Wants-based,2,Very Dissatisfied 
89-724-2536,42,Male,Middle,Widowed,Master's,High,Kouvola,Baby Products,424.27,6,Online,4,Medium,2,High Return,Cash,Standard,TRUE,15/09/2024,1,2,None,Not Sensitive,Low,Tablet,12,TRUE,Planned,8,Satisfied 
85-391-1888,18,Male,High,Widowed,Master's,Middle,Zhongdong,Jewelry & Accessories,496.11,2,Mixed,3,Medium,2,High Return,PayPal,Standard,TRUE,08/06/2024,2,1,High,Somewhat Sensitive,High,Smartphone,12,FALSE,Impulsive,8,Satisfied 
84-934-2483,49,Male,High,Widowed,Master's,Middle,Betong,Baby Products,341.91,3,Online,4,Medium,1,Low Return,Cash,Express,FALSE,31/05/2024,4,0,Low,Not Sensitive,None,Tablet,7,FALSE,Impulsive,9,Very Satisfied 
96-229-1698,23,Male,Middle,Widowed,High School,Middle,Jinping,Gardening & Outdoors,127.66,11,Online,2,Low,2,High Return,Credit Card,Standard,FALSE,23/02/2024,1,2,Low,Not Sensitive,None,Smartphone,7,TRUE,Planned,7,Satisfied 
43-172-9431,25,Male,Middle,Divorced,High School,Middle,Lameira,Health Supplements,342.99,3,Store,2,Low,0,No Return,Other,Express,FALSE,22/11/2024,4,2,Low,Very Sensitive,Medium,Smartphone,6,TRUE,Impulsive,6,Somewhat Satisfied 
10-330-6387,45,Male,High,Divorced,High School,High,Yeniköy,Home Appliances,308.54,3,Mixed,3,Medium,1,Low Return,Credit Card,Standard,FALSE,29/09/2024,1,0,High,Not Sensitive,High,Desktop,7,TRUE,Wants-based,5,Neutral 
87-590-8963,45,Male,High,Married,Master's,High,Peer,Travel & Leisure Flights,124.17,12,Mixed,2,Low,2,High Return,Debit Card,Standard,TRUE,16/11/2024,5,2,High,Very Sensitive,High,Smartphone,6,TRUE,Planned,4,Somewhat Dissatisfied 
47-931-2642,46,Female,Middle,Widowed,Bachelor's,High,Belūsovka,Travel & Leisure Flights,78,5,Online,5,High,1,Low Return,Debit Card,No Preference,TRUE,09/11/2024,1,0,None,Not Sensitive,Low,Desktop,11,FALSE,Wants-based,1,Very Dissatisfied 
76-501-6422,24,Female,Middle,Divorced,High School,Middle,Houston,Health Care,393.03,4,Mixed,4,Medium,1,Low Return,Cash,Standard,TRUE,03/09/2024,4,0,High,Somewhat Sensitive,Medium,Smartphone,7,TRUE,Planned,3,Dissatisfied 
62-493-5282,35,Female,High,Widowed,High School,Middle,Shuigou,Hotels,102.09,3,Mixed,4,Medium,1,Low Return,PayPal,Express,FALSE,13/03/2024,1,0,None,Very Sensitive,Medium,Tablet,1,TRUE,Need-based,9,Very Satisfied 
18-841-7253,50,Male,High,Divorced,High School,Middle,Xingxi,Health Care,426.21,3,Mixed,4,Medium,2,High Return,Other,Standard,FALSE,18/04/2024,1,2,High,Somewhat Sensitive,High,Smartphone,2,TRUE,Wants-based,5,Neutral 
18-097-5707,34,Male,Middle,Widowed,High School,High,Dhībīn,Arts & Crafts,140.31,2,Online,4,Medium,2,High Return,Cash,Express,TRUE,21/05/2024,2,1,Low,Very Sensitive,None,Desktop,8,TRUE,Impulsive,5,Neutral 
83-792-5141,50,Female,Middle,Single,Bachelor's,Middle,Chengguan,Software & Apps,413.7,8,Mixed,3,Medium,0,No Return,Other,No Preference,FALSE,17/06/2024,3,0.3,Low,Very Sensitive,High,Desktop,6,TRUE,Need-based,9,Very Satisfied 
65-036-2410,50,Male,Middle,Single,High School,Middle,Paris 09,Arts & Crafts,348.63,4,Online,2,Low,0,No Return,Debit Card,No Preference,FALSE,01/04/2024,5,0,High,Somewhat Sensitive,None,Smartphone,6,FALSE,Planned,7,Satisfied 
67-593-9579,46,Female,Middle,Single,Bachelor's,High,Rozhdestveno,Animal Feed,91.27,7,Store,1,Low,2,High Return,Cash,Express,TRUE,21/06/2024,5,0,High,Not Sensitive,None,Tablet,13,TRUE,Planned,6,Somewhat Satisfied 
33-484-6674,47,Female,Middle,Single,Master's,Middle,Porangatu,Luxury Goods,359.94,11,Mixed,5,High,1,Low Return,Cash,Express,FALSE,19/12/2024,2,2,None,Very Sensitive,Low,Smartphone,9,TRUE,Wants-based,8,Satisfied 
65-249-5416,35,Male,High,Widowed,Master's,Middle,Shalkar,Gardening & Outdoors,138.2,8,Store,2,Low,0,No Return,Debit Card,No Preference,FALSE,02/03/2024,1,2,High,Not Sensitive,Low,Desktop,12,TRUE,Need-based,6,Somewhat Satisfied 
00-733-8770,37,Female,High,Single,Master's,High,Narok,Packages,249.24,8,Store,3,Medium,2,High Return,Cash,Standard,FALSE,29/08/2024,4,1,Medium,Somewhat Sensitive,High,Smartphone,7,TRUE,Need-based,3,Dissatisfied 
47-501-3435,38,Male,High,Married,Bachelor's,High,Gimcheon,Furniture,129.1,12,Mixed,3,Medium,0,No Return,Credit Card,No Preference,TRUE,15/04/2024,5,2,Low,Not Sensitive,High,Desktop,7,FALSE,Planned,8,Satisfied 
46-779-7065,41,Female,High,Divorced,High School,High,Visaginas,Baby Products,112.69,10,Store,4,Medium,0,No Return,Debit Card,Standard,FALSE,27/08/2024,1,0,High,Not Sensitive,Medium,Smartphone,1,TRUE,Need-based,7,Satisfied 
91-603-1565,48,Male,Middle,Divorced,High School,Middle,Shostka,Beauty & Personal Care,267.85,5,Online,2,Low,1,Low Return,Credit Card,Standard,FALSE,20/03/2024,5,2,Medium,Somewhat Sensitive,High,Smartphone,7,TRUE,Need-based,5,Neutral 
35-122-5020,48,Male,High,Married,Bachelor's,Middle,Pukekohe East,Home Appliances,205.36,12,Online,5,High,0,No Return,Credit Card,Express,FALSE,27/04/2024,1,2,High,Very Sensitive,Low,Tablet,5,FALSE,Impulsive,1,Very Dissatisfied 
72-728-4406,50,Male,Middle,Single,Master's,High,Liutan,Health Care,256.63,12,Store,4,Medium,2,High Return,Debit Card,Standard,TRUE,16/06/2024,1,0,High,Somewhat Sensitive,None,Smartphone,10,TRUE,Impulsive,2,Very Dissatisfied 
13-588-2488,39,Female,Middle,Widowed,Bachelor's,Middle,Huanggang,Books,409.98,12,Mixed,4,Medium,2,High Return,PayPal,Express,TRUE,15/10/2024,5,0,None,Not Sensitive,Medium,Desktop,8,FALSE,Wants-based,1,Very Dissatisfied 
79-861-6506,20,Male,High,Widowed,High School,High,Baturité,Sports & Outdoors,291.6,2,Store,3,Medium,0,No Return,Cash,Standard,FALSE,01/08/2024,3,2,High,Somewhat Sensitive,None,Desktop,3,TRUE,Need-based,7,Satisfied 
66-974-6707,48,Female,Middle,Married,Master's,Middle,Mi’ersi,Home Appliances,101.7,7,Online,4,Medium,2,High Return,Debit Card,Standard,FALSE,25/06/2024,3,2,Medium,Not Sensitive,None,Tablet,4,TRUE,Wants-based,2,Very Dissatisfied 
95-112-6724,31,Female,Middle,Divorced,Master's,High,Xuedian,Health Care,369.73,2,Online,2,Low,0,No Return,Debit Card,No Preference,TRUE,04/02/2024,1,2,None,Not Sensitive,None,Tablet,12,TRUE,Wants-based,3,Dissatisfied 
27-262-6874,25,Male,Middle,Married,Bachelor's,High,Yuyapichis,Baby Products,71,12,Online,5,High,2,High Return,Cash,No Preference,FALSE,26/06/2024,1,2,High,Not Sensitive,Low,Smartphone,13,FALSE,Wants-based,9,Very Satisfied 
70-014-6406,18,Male,Middle,Divorced,Bachelor's,High,Kobe,Packages,280.05,10,Store,1,Low,1,Low Return,Credit Card,No Preference,TRUE,06/07/2024,4,2,Medium,Very Sensitive,High,Smartphone,11,FALSE,Wants-based,2,Very Dissatisfied 
52-908-9971,31,Male,Middle,Widowed,High School,Middle,Gulou,Jewelry & Accessories,54.71,4,Mixed,2,Low,1,Low Return,PayPal,Express,TRUE,26/10/2024,5,1,Low,Very Sensitive,None,Desktop,3,TRUE,Need-based,3,Dissatisfied 
48-315-0196,23,Male,Middle,Single,High School,Middle,Balboa,Packages,119.51,11,Mixed,5,High,2,High Return,PayPal,No Preference,FALSE,07/05/2024,5,2,Low,Very Sensitive,Low,Desktop,1,FALSE,Planned,8,Satisfied 
71-959-3896,29,Female,High,Married,Bachelor's,High,Cipari,Arts & Crafts,57.5,12,Online,1,Low,0,No Return,Cash,No Preference,TRUE,08/12/2024,5,1,None,Not Sensitive,None,Desktop,13,TRUE,Impulsive,3,Dissatisfied 
29-987-3969,21,Female,Middle,Divorced,Master's,Middle,Orlando,Books,225.05,5,Mixed,1,Low,1,Low Return,Credit Card,No Preference,FALSE,27/06/2024,2,1,High,Somewhat Sensitive,Low,Desktop,10,FALSE,Need-based,1,Very Dissatisfied 
78-613-1546,49,Female,Middle,Single,High School,Middle,Torsby,Food & Beverages,441.15,7,Online,1,Low,1,Low Return,Debit Card,No Preference,FALSE,31/08/2024,3,1,Low,Somewhat Sensitive,None,Smartphone,8,FALSE,Need-based,1,Very Dissatisfied 
43-664-4451,30,Male,Middle,Divorced,Master's,Middle,San Pablo,Animal Feed,481.21,3,Mixed,2,Low,0,No Return,Credit Card,No Preference,FALSE,13/11/2024,1,1,High,Not Sensitive,None,Desktop,11,FALSE,Wants-based,1,Very Dissatisfied 
72-393-6893,50,Female,Middle,Widowed,High School,Middle,Villa Concepción del Tío,Arts & Crafts,102.96,3,Mixed,1,Low,0,No Return,PayPal,Standard,FALSE,19/12/2024,1,1,Low,Very Sensitive,Low,Desktop,4,TRUE,Wants-based,7,Satisfied 
73-707-2809,35,Female,Middle,Single,Bachelor's,High,Hacienda La Calera,Electronics,331.57,11,Mixed,1,Low,1,Low Return,Debit Card,Express,FALSE,06/05/2024,3,0,Low,Somewhat Sensitive,Medium,Desktop,14,FALSE,Impulsive,6,Somewhat Satisfied 
73-139-4306,24,Female,Middle,Married,Master's,High,Puerto López,Packages,143.52,9,Store,5,High,2,High Return,Credit Card,Express,TRUE,11/04/2024,2,1,Medium,Somewhat Sensitive,None,Tablet,12,FALSE,Impulsive,3,Dissatisfied 
66-050-6391,45,Male,Middle,Single,Master's,High,Tecpán Guatemala,Sports & Outdoors,276.48,3,Mixed,2,Low,0,No Return,Cash,Express,FALSE,05/05/2024,1,1,None,Somewhat Sensitive,Low,Desktop,7,FALSE,Need-based,4,Somewhat Dissatisfied 
22-311-5460,44,Male,Middle,Widowed,High School,Middle,Bronnitsy,Toys & Games,352.87,11,Store,3,Medium,0,No Return,PayPal,Standard,FALSE,19/02/2024,5,0,High,Not Sensitive,High,Tablet,12,FALSE,Wants-based,6,Somewhat Satisfied 
51-917-0766,28,Male,High,Married,Master's,High,Araci,Mobile Accessories,228.68,3,Mixed,1,Low,1,Low Return,Debit Card,Standard,TRUE,09/10/2024,2,2,Low,Very Sensitive,None,Tablet,4,FALSE,Planned,4,Somewhat Dissatisfied 
53-013-1026,40,Female,High,Widowed,Master's,Middle,Duyure,Food & Beverages,301.39,6,Online,1,Low,1,Low Return,Debit Card,No Preference,FALSE,21/04/2024,2,0,None,Very Sensitive,Low,Desktop,11,FALSE,Need-based,4,Somewhat Dissatisfied 
29-779-3457,49,Female,Middle,Widowed,Bachelor's,High,Huangni,Books,473.5,11,Mixed,4,Medium,2,High Return,Other,Express,FALSE,24/07/2024,2,1,Low,Somewhat Sensitive,High,Tablet,10,TRUE,Impulsive,3,Dissatisfied 
89-438-5310,24,Male,High,Divorced,Bachelor's,High,Seleuš,Packages,171.72,3,Online,3,Medium,1,Low Return,PayPal,Standard,FALSE,24/03/2024,5,1,Low,Very Sensitive,None,Desktop,12,TRUE,Impulsive,2,Very Dissatisfied 
23-985-3535,26,Male,High,Single,Master's,Middle,Monrovia,Software & Apps,467.5,6,Store,1,Low,1,Low Return,PayPal,No Preference,FALSE,04/04/2024,2,0,None,Somewhat Sensitive,High,Desktop,6,FALSE,Planned,1,Very Dissatisfied 
03-623-6767,48,Male,Middle,Single,High School,High,Huancabamba,Office Supplies,150.33,9,Store,4,Medium,2,High Return,Debit Card,Express,TRUE,24/04/2024,4,2,None,Somewhat Sensitive,Medium,Desktop,6,FALSE,Wants-based,9,Very Satisfied 
86-749-6914,47,Male,Middle,Single,High School,High,San José Acatempa,Luxury Goods,98.63,7,Online,5,High,1,Low Return,Other,Standard,FALSE,09/01/2024,4,2,High,Somewhat Sensitive,Low,Tablet,6,TRUE,Planned,3,Dissatisfied 
03-977-8103,25,Female,Middle,Widowed,Bachelor's,Middle,Quebrada Canoa,Beauty & Personal Care,193.3,11,Mixed,2,Low,2,High Return,Other,No Preference,TRUE,03/06/2024,4,2,None,Very Sensitive,Medium,Tablet,12,TRUE,Planned,1,Very Dissatisfied 
03-827-4021,39,Female,High,Divorced,Bachelor's,Middle,Moate,Luxury Goods,145.02,7,Store,2,Low,1,Low Return,Credit Card,Express,TRUE,23/06/2024,3,0,High,Very Sensitive,Medium,Desktop,9,TRUE,Wants-based,1,Very Dissatisfied 
68-507-4747,41,Female,High,Widowed,High School,High,Kubangwaru,Health Supplements,294.99,4,Online,5,High,1,Low Return,PayPal,Standard,FALSE,30/11/2024,3,2,Low,Somewhat Sensitive,High,Desktop,5,FALSE,Need-based,4,Somewhat Dissatisfied 
21-821-6398,50,Female,Middle,Divorced,Bachelor's,High,Xinquan,Toys & Games,432.42,2,Store,4,Medium,0,No Return,PayPal,Express,FALSE,21/04/2024,4,0,Medium,Not Sensitive,None,Tablet,13,TRUE,Need-based,8,Satisfied 
64-641-7874,33,Female,High,Widowed,High School,High,Providence,Gardening & Outdoors,227.58,11,Mixed,1,Low,1,Low Return,Credit Card,Express,FALSE,23/01/2024,3,1,None,Not Sensitive,High,Smartphone,6,TRUE,Need-based,8,Satisfied 
36-240-3240,25,Male,Middle,Divorced,High School,Middle,Shilin,Toys & Games,160.89,10,Online,5,High,2,High Return,PayPal,No Preference,TRUE,23/06/2024,5,2,None,Somewhat Sensitive,Medium,Desktop,13,TRUE,Planned,6,Somewhat Satisfied 
67-209-0990,39,Female,High,Widowed,High School,High,Stoczek Łukowski,Luxury Goods,139.1,7,Online,5,High,2,High Return,PayPal,No Preference,FALSE,20/03/2024,2,0,Low,Somewhat Sensitive,Medium,Desktop,8,FALSE,Impulsive,3,Dissatisfied 
36-274-5269,27,Female,Middle,Married,Master's,High,Ponte,Sports & Outdoors,64.49,6,Online,1,Low,1,Low Return,Other,Express,FALSE,19/10/2024,2,0,None,Very Sensitive,None,Tablet,7,FALSE,Planned,10,Extremely Satisfied 
19-873-9468,37,Male,Middle,Widowed,Bachelor's,Middle,Đạ Tẻh,Arts & Crafts,80.17,10,Online,1,Low,1,Low Return,Credit Card,No Preference,TRUE,10/05/2024,1,1,High,Not Sensitive,None,Tablet,6,TRUE,Planned,8,Satisfied 
37-748-4988,21,Male,Middle,Married,High School,High,Radā‘,Groceries,277.52,11,Store,1,Low,1,Low Return,PayPal,Standard,TRUE,14/05/2024,4,0,None,Not Sensitive,Medium,Smartphone,11,FALSE,Need-based,7,Satisfied 
08-755-1170,47,Male,Middle,Single,High School,High,Sinarwangi,Health Supplements,53.67,7,Online,5,High,0,No Return,PayPal,Express,FALSE,13/04/2024,3,1,High,Not Sensitive,High,Desktop,11,FALSE,Planned,2,Very Dissatisfied 
60-073-3575,30,Female,Middle,Widowed,Bachelor's,Middle,Ełk,Office Supplies,323.39,10,Store,3,Medium,0,No Return,Cash,No Preference,TRUE,04/01/2024,2,2,None,Very Sensitive,High,Tablet,11,TRUE,Need-based,7,Satisfied 
97-237-3483,49,Female,Middle,Single,High School,Middle,Moju,Sports & Outdoors,98.02,5,Store,3,Medium,0,No Return,Debit Card,No Preference,TRUE,30/06/2024,3,1,Low,Not Sensitive,High,Desktop,10,FALSE,Planned,3,Dissatisfied 
93-675-1619,28,Male,Middle,Married,Master's,Middle,Vília,Travel & Leisure Flights,231.26,10,Store,1,Low,2,High Return,Cash,No Preference,FALSE,30/04/2024,5,2,Low,Very Sensitive,Low,Desktop,10,TRUE,Impulsive,5,Neutral 
43-884-2577,24,Male,Middle,Single,High School,High,Prince Rupert,Food & Beverages,382.49,6,Store,2,Low,2,High Return,Debit Card,No Preference,TRUE,01/02/2024,4,2,None,Very Sensitive,Medium,Tablet,1,FALSE,Impulsive,3,Dissatisfied 
33-200-7615,40,Male,High,Divorced,Bachelor's,Middle,Jiangmen,Travel & Leisure Flights,255.42,9,Mixed,5,High,1,Low Return,PayPal,Standard,TRUE,01/07/2024,5,2,None,Somewhat Sensitive,None,Tablet,11,TRUE,Impulsive,9,Very Satisfied 
